year,month,state,rto,vehicle_class,fuel,value,unit,note
2019,November,Karnataka,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,8,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,GOODS CARRIER,PETROL/LPG,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,HARVESTER,DIESEL,15,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),581,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,107869,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,63,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MAXI CAB,DIESEL,280,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MAXI CAB,ELECTRIC(BOV),3,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MAXI CAB,PETROL,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOBILE CLINIC,DIESEL,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOPED,ELECTRIC(BOV),14,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOPED,PETROL,4740,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAB,CNG ONLY,2,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAB,DIESEL,1711,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAB,DIESEL/HYBRID,3,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAB,ELECTRIC(BOV),64,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAB,LPG ONLY,6,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAB,PETROL,82,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAB,PETROL/CNG,43,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAB,PETROL/LPG,4,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAR,DIESEL,5417,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,114,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),22,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAR,PETROL,11739,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAR,PETROL/CNG,18,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,543,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CAR,PETROL/LPG,26,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CYCLE/SCOOTER-SIDECAR(T),PETROL,29,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,ELECTRIC(BOV),7,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,281,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,1002,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,OMNI BUS,DIESEL,2,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,38,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,3,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,POWER TILLER,DIESEL,4,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,71,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,40,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),PETROL,12,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,QUADRICYCLE (COMMERCIAL),CNG ONLY,5,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,QUADRICYCLE (COMMERCIAL),LPG ONLY,11,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,QUADRICYCLE (COMMERCIAL),PETROL,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,SNORKED LADDERS,DIESEL,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,874,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),13,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (GOODS),PETROL/LPG,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,3,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,699,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),7,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,32,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,81,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,3061,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PERSONAL),DIESEL,2,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL/CNG,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL/LPG,4,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,108,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,20,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,1077,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,TRAILER (COMMERCIAL),DIESEL,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,29,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,VEHICLE FITTED WITH GENERATOR,DIESEL,1,value in Absolute Number,
2019,November,Karnataka,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,43,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,ADAPTED VEHICLE,PETROL,18,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,34,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,AMBULANCE,DIESEL,74,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,AMBULANCE,PETROL,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,6,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,BREAKDOWN VAN,DIESEL,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,BUS,DIESEL,224,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,24,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,16,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),21,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,78,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,57,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,EXCAVATOR (NT),DIESEL,2,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,GOODS CARRIER,DIESEL,1956,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,GOODS CARRIER,PETROL,31,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,2,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),23,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,47428,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,16,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MAXI CAB,DIESEL,32,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOBILE CANTEEN,DIESEL,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOPED,PETROL,10,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAB,DIESEL,202,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAB,DIESEL/HYBRID,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAB,PETROL,46,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAB,PETROL/CNG,56,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,9,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAR,DIESEL,2681,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,94,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),4,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAR,PETROL,12667,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAR,PETROL/CNG,38,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,653,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CAR,PETROL/LPG,4,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,ELECTRIC(BOV),5,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,3,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,28,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,2,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,60,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),PETROL,9,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),PETROL/HYBRID,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,QUADRICYCLE (COMMERCIAL),PETROL,28,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,QUADRICYCLE (PRIVATE),PETROL,7,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,ROAD ROLLER,DIESEL,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,542,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (GOODS),PETROL/CNG,2,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,1,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,1644,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),6,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,105,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,132,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,170,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PERSONAL),DIESEL,27,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PERSONAL),ELECTRIC(BOV),5,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL,2,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL/LPG,4,value in Absolute Number,
2019,November,Kerala,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,1,value in Absolute Number,
2019,November,Ladakh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2,value in Absolute Number,
2019,November,Ladakh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,1,value in Absolute Number,
2019,November,Ladakh,All Vahan Running Office,MAXI CAB,DIESEL,1,value in Absolute Number,
2019,November,Ladakh,All Vahan Running Office,MOPED,PETROL,2,value in Absolute Number,
2019,November,Ladakh,All Vahan Running Office,MOTOR CAR,DIESEL,3,value in Absolute Number,
2019,November,Ladakh,All Vahan Running Office,MOTOR CAR,PETROL,48,value in Absolute Number,
2019,November,Lakshadweep,All Vahan Running Office,GOODS CARRIER,DIESEL,1,value in Absolute Number,
2019,November,Lakshadweep,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,98,value in Absolute Number,
2019,November,Lakshadweep,All Vahan Running Office,MOTOR CAB,DIESEL,1,value in Absolute Number,
2019,November,Lakshadweep,All Vahan Running Office,MOTOR CAR,PETROL,1,value in Absolute Number,
2019,November,Lakshadweep,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1,value in Absolute Number,
2019,November,Lakshadweep,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,2,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,14,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,7364,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,21,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,1,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,HARVESTER,DIESEL,158,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,29,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),107,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,2,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,130309,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/CNG,9,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/LPG,1,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOPED,ELECTRIC(BOV),1,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOPED,PETROL,2229,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,CNG ONLY,1,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL,5188,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),1,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,393,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,PETROL,9100,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,230,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/LPG,183,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,487,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,9,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/CNG,1,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/LPG,3,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,10,value in Absolute Number,
2019,November,Madhya Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,183,value in Absolute Number,
2019,November,Maharashtra,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,6,value in Absolute Number,
2019,November,Maharashtra,All Vahan Running Office,ADAPTED VEHICLE,PETROL,103,value in Absolute Number,
2019,November,Maharashtra,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,2,value in Absolute Number,
2019,November,Maharashtra,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,4367,value in Absolute Number,
